step,reward_mean,kl,mean_length
2759,5.25,0.27210623025894165,429.75
2760,7.25,0.16750796139240265,399.5
2761,10.0,0.30004677176475525,272.75
2762,7.9375,0.24346354603767395,224.125
2763,8.6875,0.2557545304298401,264.25
2764,10.0,0.17265212535858154,257.125
2765,3.0625,0.2218639850616455,590.25
2766,5.4375,0.17712125182151794,224.375
2767,4.5,0.23599599301815033,470.375
2768,7.25,0.14649678766727448,258.375
2769,8.3125,0.30108585953712463,259.125
2770,9.3125,0.262906938791275,241.0
2771,4.0,0.3474530875682831,627.625
2772,10.0,0.12486754357814789,206.125
2773,10.0,0.2418021261692047,220.25
2774,10.0,0.3514120280742645,214.375
2775,10.0,0.23777444660663605,176.25
2776,10.0,0.28467556834220886,319.125
2777,10.0,0.17043359577655792,219.125
2778,9.3125,0.2395370900630951,279.375
2779,4.5,0.2921179533004761,425.0
2780,5.375,0.14358186721801758,282.5
2781,10.0,0.20975099503993988,178.625
2782,10.0,0.3562401831150055,210.5
2783,4.6875,0.19144053757190704,405.0
2784,7.03125,0.2579667866230011,310.625
2785,4.96875,0.26016953587532043,420.25
2786,10.0,0.18463827669620514,207.75
2787,4.625,0.1941053569316864,473.125
2788,10.0,0.13633491098880768,232.0
2789,6.0,0.28408533334732056,563.25
2790,8.625,0.12173312157392502,318.375
2791,5.25,0.17292524874210358,296.25
2792,9.3125,0.2524677813053131,262.0
2793,5.875,0.3203146457672119,227.0
2794,7.9375,0.28199994564056396,308.375
2795,5.875,0.1468341201543808,393.25
2796,3.625,0.2134225070476532,638.25
2797,8.625,0.11657115072011948,160.375
2798,4.84375,0.43876203894615173,411.375
2799,10.0,0.20833538472652435,186.75
2800,10.0,0.3579061031341553,236.75
2801,10.0,0.1505788117647171,312.875
2802,8.625,0.32287687063217163,376.625
2803,4.1875,0.12032851576805115,600.0
2804,8.625,0.12641653418540955,227.875
2805,10.0,0.22714577615261078,221.25
2806,9.3125,0.20057140290737152,289.25
2807,10.0,0.23701314628124237,195.875
2808,10.0,0.26843392848968506,201.875
2809,3.0625,0.35912826657295227,411.0
2810,10.0,0.18180765211582184,218.25
2811,5.5625,0.1941724568605423,467.875
2812,2.625,0.21736250817775726,612.75
2813,8.625,0.15678781270980835,254.0
2814,5.1875,0.19517245888710022,246.0
2815,8.9375,0.3346595764160156,239.625
2816,5.875,0.247552752494812,486.75
2817,4.5,0.19679328799247742,273.625
2818,7.78125,0.23125535249710083,357.125
2819,8.6875,0.15863409638404846,392.375
2820,4.5,0.20418524742126465,385.5
2821,10.0,0.21892103552818298,286.625
2822,3.875,0.18676957488059998,444.25
2823,7.3125,0.12110430747270584,185.875
2824,10.0,0.37179988622665405,285.5
2825,10.0,0.1557827591896057,203.875
2826,10.0,0.32768020033836365,277.125
2827,6.03125,0.17855964601039886,359.75
2828,10.0,0.15673744678497314,155.5
2829,7.25,0.4154687225818634,359.125
2830,10.0,0.23625557124614716,266.25
2831,10.0,0.19570456445217133,250.0
2832,10.0,0.17993496358394623,308.125
2833,6.8125,0.21668240427970886,381.0
2834,9.3125,0.17574836313724518,210.875
2835,8.625,0.4614597260951996,319.875
2836,3.875,0.23852820694446564,458.5
2837,9.3125,0.14220011234283447,288.875
2838,5.0,0.16831517219543457,375.625
2839,7.4375,0.26377424597740173,311.5
2840,8.625,0.30667972564697266,180.25
2841,10.0,0.3107409179210663,162.25
2842,10.0,0.35000085830688477,195.625
2843,10.0,0.2690891921520233,180.625
2844,9.3125,0.2799338698387146,326.125
2845,10.0,0.16684313118457794,158.625
2846,4.5,0.47865381836891174,359.25
2847,3.9375,0.2708868682384491,712.125
2848,10.0,0.11404729634523392,284.125
2849,8.25,0.18330396711826324,316.75
2850,10.0,0.1998778134584427,250.875
2851,1.375,0.14957503974437714,613.0
2852,8.8125,0.14775772392749786,386.625
2853,5.84375,0.201409250497818,390.625
2854,5.875,0.24820326268672943,283.75
2855,10.0,0.26795193552970886,207.125
2856,10.0,0.31566259264945984,210.0
2857,10.0,0.3137263059616089,239.0
2858,10.0,0.28540465235710144,198.375
2859,7.25,0.3546363115310669,366.75
2860,7.3125,0.195384219288826,615.25
2861,5.25,0.17012560367584229,421.75
2862,5.75,0.1819019913673401,400.25
2863,10.0,0.16281737387180328,250.625
2864,10.0,0.16130287945270538,242.875
2865,5.875,0.1617044061422348,437.625
2866,5.59375,0.25923800468444824,239.0
2867,7.625,0.33053821325302124,351.625
2868,10.0,0.12737523019313812,226.125
2869,8.125,0.27384743094444275,367.25
2870,3.5,0.15268157422542572,591.25
2871,5.875,0.13934984803199768,345.125
2872,4.5,0.1477324664592743,221.25
2873,10.0,0.36930879950523376,212.5
2874,7.25,0.2773053050041199,297.875
2875,1.375,0.16651205718517303,741.875
2876,10.0,0.11706909537315369,190.25
2877,9.3125,0.36629655957221985,251.875
2878,6.3125,0.13357050716876984,316.875
2879,6.6875,0.222781702876091,473.25
2880,6.625,0.12494049966335297,338.625
2881,8.6875,0.16983206570148468,431.25
2882,4.5625,0.22438710927963257,383.75
2883,8.625,0.24040399491786957,283.625
2884,5.25,0.2619124948978424,429.625
2885,9.0,0.14052267372608185,456.0
2886,7.59375,0.1285184621810913,372.25
2887,8.78125,0.22334548830986023,462.0
2888,8.625,0.1856139898300171,290.5
2889,4.5,0.15758410096168518,320.125
2890,9.3125,0.2556595504283905,217.5
2891,7.25,0.22125396132469177,231.375
2892,5.46875,0.31038811802864075,343.0
2893,6.5625,0.23088495433330536,316.375
2894,6.0625,0.2372683584690094,562.25
2895,9.3125,0.17456255853176117,360.625
2896,7.25,0.16950766742229462,325.25
2897,8.78125,0.24328233301639557,330.25
2898,7.9375,0.2843073606491089,273.0
2899,9.3125,0.23848409950733185,175.75
2900,9.3125,0.5161585211753845,163.125
2901,4.71875,0.4830734431743622,377.125
2902,2.21875,0.2149549126625061,672.25
2903,10.0,0.10399260371923447,178.125
2904,10.0,0.2586267590522766,245.125
2905,0.75,0.252692848443985,640.375
2906,5.1875,0.1348998248577118,261.625
2907,3.15625,0.26347702741622925,595.75
2908,8.09375,0.10753177851438522,245.875
2909,8.125,0.26543498039245605,193.0
2910,2.6875,0.3028274178504944,570.25
2911,9.3125,0.15637469291687012,260.75
2912,4.5,0.27308255434036255,376.75
2913,10.0,0.21693144738674164,186.875
2914,6.71875,0.27058145403862,452.25
2915,10.0,0.12341901659965515,351.875
2916,10.0,0.1632263958454132,179.375
2917,4.34375,0.255125492811203,537.625
2918,9.3125,0.1978267878293991,216.0
2919,5.59375,0.316433846950531,182.125
2920,7.25,0.36603108048439026,423.5
2921,10.0,0.16753970086574554,251.625
2922,9.1875,0.20652350783348083,441.0
2923,3.5,0.17594219744205475,563.875
2924,4.625,0.12426691502332687,398.125
2925,8.6875,0.25760698318481445,349.5
2926,10.0,0.16913007199764252,164.25
2927,10.0,0.5541629791259766,395.625
2928,10.0,0.1707693189382553,268.375
2929,7.25,0.2771492898464203,222.25
2930,5.5625,0.3024636507034302,313.625
2931,4.5,0.306628942489624,416.5
2932,7.9375,0.1896616816520691,379.75
2933,10.0,0.1669643372297287,177.625
2934,10.0,0.2827256917953491,279.0
2935,10.0,0.1865210235118866,294.875
2936,2.625,0.19782806932926178,625.5
2937,10.0,0.14307135343551636,170.0
2938,10.0,0.3851323425769806,264.375
2939,7.9375,0.15072447061538696,177.0
2940,4.5,0.3196371793746948,174.75
2941,10.0,0.3022679090499878,219.625
2942,10.0,0.16331151127815247,207.75
2943,7.8125,0.3086619973182678,375.625
2944,7.25,0.18170984089374542,343.5
2945,10.0,0.18523545563220978,355.5
2946,10.0,0.19761355221271515,309.0
2947,5.9375,0.21408449113368988,340.875
2948,10.0,0.20233827829360962,255.25
2949,7.25,0.31642258167266846,249.125
2950,4.84375,0.24153529107570648,341.625
2951,5.875,0.2743935286998749,315.25
2952,0.125,0.2500675320625305,746.0
2953,10.0,0.07297378033399582,293.0
2954,10.0,0.1316627711057663,221.625
2955,10.0,0.2758420705795288,163.75
2956,8.625,0.2035161554813385,394.375
2957,7.625,0.15943089127540588,405.25
2958,10.0,0.15960365533828735,410.0
2959,9.3125,0.07032880932092667,321.375
2960,7.25,0.20172278583049774,292.5
2961,10.0,0.24511797726154327,247.5
2962,4.5,0.2524617612361908,517.75
2963,5.96875,0.24393993616104126,365.25
2964,5.125,0.2118312418460846,535.375
2965,4.5,0.14510385692119598,448.5
2966,10.0,0.2744177579879761,185.75
2967,7.25,0.2584282159805298,357.75
2968,5.75,0.1458783894777298,334.75
2969,10.0,0.14902359247207642,194.625
2970,4.9375,0.29895296692848206,430.875
2971,10.0,0.16857802867889404,468.0
2972,10.0,0.1339065432548523,234.625
2973,10.0,0.22305789589881897,199.25
2974,9.3125,0.2716301381587982,331.25
2975,10.0,0.23168472945690155,298.0
2976,10.0,0.2880507707595825,296.625
2977,10.0,0.19438637793064117,272.875
2978,10.0,0.16442647576332092,212.375
2979,10.0,0.36213991045951843,486.125
2980,9.3125,0.1804402470588684,305.75
2981,4.5,0.16448862850666046,471.125
2982,5.25,0.15138235688209534,352.25
2983,9.46875,0.2874132990837097,350.75
2984,8.625,0.11517595499753952,380.625
2985,7.25,0.16011185944080353,296.375
2986,7.9375,0.2623213231563568,287.75
2987,7.9375,0.28196045756340027,269.625
2988,10.0,0.3062829077243805,278.625
2989,6.03125,0.07318243384361267,366.875
2990,6.625,0.24738682806491852,380.5
2991,10.0,0.172689750790596,254.625
2992,4.9375,0.15707698464393616,428.875
2993,5.1875,0.19392840564250946,370.625
2994,7.9375,0.31295132637023926,205.125
2995,4.5,0.3876388669013977,428.125
2996,7.9375,0.18054291605949402,211.375
2997,4.0625,0.20130757987499237,657.625
2998,8.75,0.10982494056224823,434.0
2999,5.1875,0.2109588384628296,264.625
3000,8.9375,0.2661910653114319,247.5
3001,10.0,0.14583440124988556,234.0
3002,10.0,0.22251459956169128,263.0
3003,10.0,0.18252317607402802,252.875
3004,5.875,0.3280598521232605,208.75
3005,8.625,0.3513287305831909,351.75
3006,6.71875,0.2404591590166092,236.625
3007,10.0,0.3197343051433563,208.75
3008,10.0,0.27986374497413635,343.0
3009,5.1875,0.22263078391551971,320.25
3010,1.375,0.2381042093038559,659.875
3011,5.875,0.07583176344633102,331.75
3012,10.0,0.19635333120822906,216.25
3013,8.625,0.30211108922958374,241.75
3014,9.5,0.2191343903541565,149.625
3015,6.75,0.44527435302734375,325.125
3016,7.71875,0.16351665556430817,320.5
3017,6.28125,0.16498751938343048,193.25
3018,7.9375,0.332010418176651,274.75
3019,5.0,0.2657294273376465,355.125
3020,10.0,0.15268118679523468,262.25
3021,7.4375,0.2800338864326477,424.375
3022,10.0,0.19091646373271942,233.75
3023,7.25,0.19345256686210632,247.25
3024,5.0625,0.2797301411628723,498.25
3025,3.25,0.13752883672714233,537.875
3026,6.625,0.14209093153476715,442.0
3027,3.9375,0.15371140837669373,584.875
3028,9.5,0.2015974074602127,181.5
3029,5.1875,0.256079763174057,392.5
3030,8.78125,0.19866801798343658,345.0
3031,4.03125,0.20552697777748108,417.5
3032,4.5,0.19784222543239594,365.875
3033,3.875,0.2673516571521759,517.0
3034,6.25,0.20723813772201538,427.5
3035,10.0,0.18887044489383698,244.0
3036,9.3125,0.2836422026157379,335.375
3037,7.0,0.22935889661312103,437.5
3038,10.0,0.12534570693969727,246.5
3039,9.5,0.297256737947464,168.125
3040,1.6875,0.4581237733364105,737.5
3041,3.875,0.09235590696334839,411.0
3042,10.0,0.1946493685245514,239.0
3043,7.9375,0.23074263334274292,237.625
3044,10.0,0.30715781450271606,226.75
3045,4.03125,0.15198710560798645,500.375
3046,3.25,0.210018590092659,485.0
3047,6.5625,0.13301733136177063,345.0
3048,4.125,0.24469608068466187,576.625
3049,10.0,0.13226334750652313,396.5
3050,10.0,0.16477623581886292,222.375
3051,10.0,0.18899956345558167,277.0
3052,8.8125,0.17833301424980164,298.5
3053,4.6875,0.22935724258422852,348.5
3054,10.0,0.2006283551454544,194.75
3055,10.0,0.25632235407829285,289.125
3056,4.71875,0.19898860156536102,552.625
3057,5.875,0.20303618907928467,323.875
3058,10.0,0.24346791207790375,277.125
3059,7.9375,0.2569707930088043,258.5
3060,10.0,0.3128628432750702,228.0
3061,6.625,0.2575021982192993,367.625
3062,8.0,0.1418965756893158,287.75
3063,7.40625,0.1285412609577179,375.5
3064,10.0,0.1398993581533432,385.0
3065,4.8125,0.15286648273468018,425.0
3066,4.75,0.1446094810962677,655.25
3067,7.25,0.13990901410579681,168.625
3068,5.1875,0.31275448203086853,591.875
3069,5.40625,0.15620094537734985,409.625
3070,5.28125,0.17265406250953674,227.25
3071,6.5625,0.3860383629798889,161.625
3072,10.0,0.45860132575035095,243.375
3073,10.0,0.2282700091600418,211.5
3074,10.0,0.2165481001138687,204.5
3075,7.25,0.24849064648151398,211.875
3076,10.0,0.3427620232105255,256.375
3077,9.3125,0.2954229414463043,284.5
3078,10.0,0.15298229455947876,321.875
3079,6.15625,0.12157215923070908,514.375
3080,7.9375,0.1586378812789917,396.125
3081,5.0,0.15947957336902618,287.75
3082,4.03125,0.2278442680835724,492.5
3083,10.0,0.15976855158805847,156.75
3084,10.0,0.3901876211166382,289.25
3085,6.0625,0.20629513263702393,329.25
3086,4.5,0.21144594252109528,477.125
3087,7.9375,0.20469440519809723,340.0
3088,5.4375,0.23927238583564758,560.25
3089,10.0,0.11340759694576263,182.875
3090,8.5,0.3031713664531708,226.125
3091,10.0,0.2750017046928406,229.875
3092,5.9375,0.1650356948375702,378.625
3093,7.9375,0.20773372054100037,264.375
3094,7.9375,0.25506386160850525,265.75
3095,10.0,0.24903568625450134,232.875
3096,8.09375,0.27492430806159973,303.5
3097,6.5625,0.23639518022537231,222.875
3098,7.25,0.1900794506072998,369.125
3099,9.3125,0.18508152663707733,300.25
3100,10.0,0.15039615333080292,158.75
3101,5.875,0.3993608057498932,367.125
3102,3.25,0.23461954295635223,590.0
3103,7.3125,0.17170444130897522,406.75
3104,8.625,0.1450519561767578,286.5
3105,10.0,0.28043919801712036,166.75
3106,8.6875,0.42631274461746216,392.875
3107,8.8125,0.11066821217536926,385.75
3108,8.8125,0.10124743729829788,196.25
3109,8.625,0.2675139605998993,225.125
3110,6.46875,0.20979289710521698,239.25
3111,10.0,0.3198603093624115,181.875
3112,6.5625,0.2433638572692871,340.75
3113,6.5625,0.20558413863182068,454.625
3114,7.03125,0.15834441781044006,303.375
3115,4.5,0.15830278396606445,378.125
3116,10.0,0.15727442502975464,335.125
3117,10.0,0.18388110399246216,279.5
3118,10.0,0.1594475656747818,239.75
3119,4.625,0.23572175204753876,202.0
3120,9.3125,0.33290907740592957,296.125
3121,8.8125,0.2681446969509125,215.375
3122,3.25,0.3318612277507782,526.25
3123,9.3125,0.1600816249847412,181.375
3124,3.875,0.3576314449310303,346.5
3125,7.90625,0.16509687900543213,371.125
3126,10.0,0.2098856121301651,248.25
3127,8.25,0.127045139670372,218.625
3128,9.0,0.37194716930389404,275.625
3129,10.0,0.2114540934562683,225.375
3130,5.8125,0.2415780872106552,248.375
3131,4.5,0.24710704386234283,326.125
3132,10.0,0.25576820969581604,183.125
3133,6.84375,0.379010945558548,478.625
3134,10.0,0.1353859007358551,237.25
3135,10.0,0.18593467772006989,231.125
3136,9.3125,0.30514097213745117,299.375
3137,10.0,0.23306973278522491,190.0
3138,10.0,0.18836618959903717,354.0
3139,8.625,0.16703689098358154,285.75
3140,4.5,0.21408475935459137,300.25
3141,10.0,0.2747858762741089,199.0
3142,3.8125,0.15955208241939545,548.125
3143,4.5,0.13484753668308258,392.25
3144,2.3125,0.2373410314321518,698.625
3145,8.625,0.14066345989704132,414.125
3146,7.9375,0.11907023191452026,379.625
3147,4.5,0.19851049780845642,389.125
3148,4.125,0.2566441297531128,696.625
3149,7.9375,0.09934388846158981,230.125
3150,10.0,0.252145379781723,166.875
3151,10.0,0.33572423458099365,188.25
3152,10.0,0.2904910147190094,310.375
3153,9.3125,0.18292149901390076,310.375
3154,6.9375,0.22759240865707397,383.5
3155,10.0,0.279124915599823,190.75
3156,9.3125,0.26694560050964355,284.875
3157,10.0,0.18525350093841553,211.5
3158,4.5,0.27957430481910706,299.625
3159,7.3125,0.18321198225021362,444.125
3160,7.9375,0.15018793940544128,351.5
3161,2.78125,0.13841529190540314,562.5
3162,6.5625,0.15578070282936096,318.625
3163,4.5,0.21957847476005554,316.5
3164,2.75,0.197320818901062,604.0
3165,10.0,0.1828814297914505,221.125
3166,4.3125,0.19521060585975647,569.125
3167,10.0,0.15984955430030823,330.875
3168,10.0,0.189757838845253,306.0
3169,6.5625,0.19919700920581818,282.125
3170,3.3125,0.15374311804771423,600.75
3171,5.875,0.12313833087682724,366.5
3172,4.6875,0.19026033580303192,248.5
3173,10.0,0.20486146211624146,205.875
3174,6.34375,0.24195583164691925,381.0
3175,7.40625,0.1459348201751709,290.5
3176,10.0,0.25524359941482544,177.25
3177,10.0,0.2644118070602417,232.375
3178,7.9375,0.2483510971069336,254.75
3179,10.0,0.266651451587677,267.875
3180,10.0,0.20537255704402924,413.0
3181,5.25,0.14556780457496643,373.25
3182,9.5,0.2053542584180832,279.0
3183,3.25,0.2027142345905304,481.25
3184,10.0,0.14318639039993286,223.75
3185,10.0,0.1974201202392578,385.75
3186,8.25,0.09538019448518753,225.5
3187,8.0,0.23140710592269897,547.875
3188,5.5625,0.09575196355581284,421.125
3189,10.0,0.19110320508480072,169.625
3190,10.0,0.43566611409187317,193.625
3191,7.25,0.20483027398586273,191.0
3192,8.625,0.27718815207481384,268.125
3193,10.0,0.3359156548976898,312.5
3194,10.0,0.17448365688323975,171.125
3195,5.1875,0.5221548676490784,393.0
3196,10.0,0.24258871376514435,305.25
3197,5.5,0.21126824617385864,330.75
3198,10.0,0.21745528280735016,315.625
3199,5.0,0.22870329022407532,342.625
3200,10.0,0.16612765192985535,262.75
3201,8.625,0.16571250557899475,317.125
3202,4.5,0.2302500456571579,350.375
3203,10.0,0.23934002220630646,228.125
3204,6.5625,0.17876510322093964,264.125
3205,2.625,0.24477453529834747,525.875
3206,9.3125,0.12197287380695343,269.375
3207,8.46875,0.14863598346710205,312.375
3208,4.5,0.20580488443374634,216.75
3209,10.0,0.2885623276233673,270.125
3210,8.625,0.15603674948215485,335.5
3211,6.03125,0.20549213886260986,269.25
3212,5.875,0.2385176569223404,299.5
3213,10.0,0.1536368876695633,269.625
3214,4.8125,0.2709444463253021,276.5
3215,10.0,0.17585481703281403,339.875
3216,10.0,0.17047369480133057,295.375
3217,8.625,0.2575239837169647,331.5
3218,6.5625,0.15812908113002777,367.875
3219,10.0,0.21507133543491364,285.625
3220,5.1875,0.1637711524963379,265.125
3221,5.25,0.3427963852882385,518.625
3222,7.9375,0.12924990057945251,219.125
3223,10.0,0.20959612727165222,230.625
3224,5.25,0.21295146644115448,576.625
3225,10.0,0.12597517669200897,345.25
3226,4.03125,0.09908261150121689,427.75
3227,4.8125,0.2214730679988861,385.0
3228,8.625,0.16743789613246918,214.25
3229,10.0,0.29282230138778687,309.5
3230,6.5,0.1573113054037094,332.0
3231,8.0,0.21219557523727417,263.0
3232,8.625,0.2791444659233093,434.625
3233,10.0,0.13867370784282684,201.875
3234,10.0,0.18243764340877533,361.0
3235,9.3125,0.12104471772909164,253.0
3236,4.5625,0.18159940838813782,454.125
3237,10.0,0.1695103645324707,252.75
3238,5.3125,0.09074185788631439,486.75
3239,8.625,0.1734316200017929,261.25
3240,3.09375,0.2457483410835266,503.25
3241,3.875,0.13699626922607422,540.125
3242,3.25,0.12317241728305817,590.5
3243,10.0,0.14581522345542908,254.625
3244,10.0,0.2243722826242447,265.375
3245,9.3125,0.20580334961414337,267.0
3246,10.0,0.24203693866729736,327.75
3247,5.875,0.26449668407440186,421.125
3248,10.0,0.1703828126192093,326.75
3249,10.0,0.2347486913204193,230.75
3250,10.0,0.27319204807281494,259.25
3251,9.1875,0.2616114616394043,252.625
3252,10.0,0.2826864719390869,225.5
3253,10.0,0.2492280900478363,246.75
3254,10.0,0.19641412794589996,308.25
3255,5.1875,0.163981094956398,415.75
3256,5.1875,0.23480002582073212,246.875
3257,6.0,0.23385748267173767,413.5
3258,6.84375,0.09528515487909317,505.125
3259,7.9375,0.09712661057710648,317.5
3260,8.625,0.21972990036010742,349.5
3261,9.5,0.1928667277097702,276.5
3262,9.3125,0.13630421459674835,222.625
3263,7.9375,0.2883424460887909,257.5
3264,4.5,0.34945645928382874,347.625
3265,9.3125,0.24792145192623138,274.5
3266,10.0,0.20858272910118103,228.625
3267,5.375,0.1868688464164734,377.125
3268,4.625,0.1441875398159027,488.75
3269,8.125,0.1834140419960022,246.0
3270,4.96875,0.32000499963760376,244.0
3271,6.03125,0.32852497696876526,330.5
3272,6.03125,0.1400662213563919,260.0
3273,10.0,0.2918250560760498,340.625
3274,10.0,0.14839941263198853,183.875
3275,10.0,0.3263828158378601,229.5
3276,10.0,0.3331875205039978,172.0
3277,9.5,0.4373766779899597,281.125
3278,9.3125,0.2462061494588852,346.375
3279,5.8125,0.19135832786560059,464.25
3280,10.0,0.19852684438228607,364.0
3281,4.71875,0.15944303572177887,475.0
3282,9.3125,0.1923660933971405,343.25
3283,10.0,0.1911780685186386,274.875
3284,10.0,0.22330540418624878,186.625
3285,2.25,0.22629812359809875,690.0
3286,9.5,0.18266478180885315,326.0
3287,10.0,0.25188183784484863,233.75
3288,5.1875,0.25852152705192566,307.625
3289,10.0,0.24468079209327698,295.875
3290,10.0,0.16436131298542023,208.125
3291,9.3125,0.2725335657596588,390.375
3292,7.9375,0.2477908432483673,262.875
3293,3.5,0.2789456248283386,609.5
3294,4.6875,0.13032908737659454,269.75
3295,9.3125,0.23776550590991974,285.125
3296,10.0,0.17038433253765106,173.25
3297,5.875,0.29278287291526794,354.125
3298,7.9375,0.21979133784770966,205.625
3299,4.5,0.3731779456138611,305.0
3300,8.625,0.1912321150302887,380.25
3301,9.8125,0.1369146704673767,218.75
3302,2.625,0.2537570297718048,584.5
3303,10.0,0.13635720312595367,272.125
3304,8.9375,0.24884241819381714,329.75
3305,9.3125,0.26465481519699097,259.75
3306,4.5,0.2717230021953583,395.5
3307,1.375,0.2592119872570038,639.125
3308,9.3125,0.1749531626701355,187.875
3309,10.0,0.3748082220554352,210.125
3310,10.0,0.3351084291934967,241.25
3311,8.625,0.22116923332214355,264.625
3312,4.5,0.2964792847633362,305.375
3313,5.0,0.2537860870361328,405.5
3314,4.5,0.18706832826137543,525.25
3315,9.46875,0.1774875372648239,199.0
3316,8.25,0.3224930167198181,315.0
3317,10.0,0.14262500405311584,383.625
3318,10.0,0.1574874222278595,185.0
3319,7.5625,0.3519045114517212,237.25
3320,9.3125,0.3278025686740875,309.75
3321,5.71875,0.1779485046863556,346.625
3322,10.0,0.21119755506515503,168.875
3323,5.53125,0.3705887496471405,328.25
3324,6.5625,0.2584993243217468,229.125
3325,8.78125,0.2626795470714569,352.875
3326,10.0,0.23532168567180634,256.625
3327,8.78125,0.30713334679603577,174.375
3328,8.625,0.3430038094520569,353.25
3329,10.0,0.16132166981697083,355.5
3330,10.0,0.14246325194835663,227.875
3331,4.0625,0.2345581203699112,424.875
3332,7.75,0.19137917459011078,270.875
3333,6.5625,0.30468717217445374,362.875
3334,5.875,0.22151723504066467,389.375
3335,4.03125,0.23832719027996063,404.625
3336,5.0,0.2587027847766876,428.5
3337,8.8125,0.15483084321022034,273.375
3338,10.0,0.27733635902404785,202.0
3339,6.5625,0.2771781384944916,268.375
3340,5.375,0.2495674043893814,350.5
3341,6.5625,0.2601434886455536,206.125
3342,9.3125,0.22754444181919098,326.625
3343,9.3125,0.1354110985994339,187.0
3344,10.0,0.2601366639137268,229.375
3345,9.3125,0.1791362315416336,329.75
3346,10.0,0.2193721979856491,181.375
3347,8.875,0.25117227435112,363.625
3348,0.8125,0.19192929565906525,687.25
3349,3.875,0.08631137758493423,537.125
3350,10.0,0.11887684464454651,254.625
3351,6.03125,0.2752987742424011,461.125
3352,10.0,0.1999795287847519,277.0
3353,8.6875,0.18019407987594604,376.0
3354,6.5625,0.1459670513868332,354.25
3355,7.9375,0.24437661468982697,292.25
3356,10.0,0.14096100628376007,420.625
3357,7.9375,0.12881579995155334,318.0
3358,7.9375,0.16038371622562408,302.875
3359,10.0,0.15575088560581207,239.875
3360,10.0,0.16499248147010803,185.375
3361,4.5,0.28441426157951355,414.125
3362,8.625,0.18662145733833313,365.5
3363,10.0,0.1928129494190216,542.0
3364,10.0,0.13771790266036987,276.375
3365,7.25,0.10932288318872452,247.375
3366,4.375,0.2542572319507599,558.625
3367,10.0,0.10420472919940948,294.375
3368,3.25,0.10917956382036209,562.875
3369,9.0,0.14172270894050598,256.25
3370,3.25,0.28155621886253357,534.625
3371,4.84375,0.11454884707927704,481.25
3372,3.875,0.24710527062416077,484.375
3373,4.625,0.24332638084888458,467.125
3374,5.4375,0.19143658876419067,240.125
3375,6.03125,0.2287112921476364,399.625
3376,10.0,0.1802505999803543,270.125
3377,10.0,0.2554715573787689,321.25
3378,10.0,0.14356361329555511,169.5
3379,8.15625,0.29783985018730164,297.875
3380,8.625,0.1448105126619339,203.625
3381,6.0625,0.258265882730484,402.875
3382,5.875,0.2044474184513092,364.375
3383,10.0,0.2320341169834137,295.625
3384,10.0,0.1374814510345459,385.375
3385,4.03125,0.17885807156562805,414.625
3386,8.0,0.20560449361801147,411.375
3387,4.0,0.22197240591049194,571.5
3388,10.0,0.18407712876796722,316.625
3389,4.5,0.2721962034702301,265.75
3390,7.9375,0.4290371835231781,331.5
3391,7.9375,0.21874724328517914,302.625
3392,7.9375,0.15119698643684387,282.25
3393,7.90625,0.18925580382347107,266.0
3394,1.375,0.26144081354141235,651.375
3395,7.9375,0.11737119406461716,343.375
3396,10.0,0.14747287333011627,227.25
3397,6.28125,0.21953648328781128,277.625
3398,7.25,0.2267051786184311,255.125
3399,10.0,0.1896856129169464,232.0
3400,6.5,0.25320541858673096,355.625
3401,10.0,0.1611143946647644,261.25
3402,10.0,0.22889204323291779,330.25
3403,7.9375,0.17973029613494873,323.5
3404,5.75,0.18861602246761322,191.375
3405,4.875,0.38257405161857605,590.125
3406,10.0,0.16522100567817688,228.75
3407,4.8125,0.16481782495975494,498.875
3408,7.3125,0.13022056221961975,397.625
3409,6.5625,0.162494957447052,325.75
3410,10.0,0.2024240493774414,219.125
3411,10.0,0.2547326683998108,197.125
3412,7.25,0.1646900326013565,209.0
3413,2.0625,0.341621458530426,653.75
3414,9.3125,0.14382794499397278,241.625
3415,9.3125,0.1955966204404831,249.625
3416,10.0,0.24927875399589539,219.375
3417,4.71875,0.13514959812164307,368.75
3418,4.96875,0.19246870279312134,315.75
3419,9.875,0.22357314825057983,312.5
3420,4.65625,0.2730768322944641,370.875
3421,7.9375,0.2252531349658966,362.375
3422,10.0,0.19475167989730835,217.75
3423,9.3125,0.165684312582016,206.375
3424,9.3125,0.3127771317958832,311.25
3425,5.375,0.22472786903381348,367.5
3426,5.0625,0.19754742085933685,427.75
3427,9.3125,0.20035366714000702,259.875
3428,7.9375,0.239970400929451,259.375
3429,10.0,0.3456457555294037,246.625
3430,10.0,0.1944180727005005,343.0
3431,10.0,0.24136990308761597,211.625
3432,4.0,0.24263618886470795,502.875
3433,5.9375,0.1775052696466446,421.125
3434,9.3125,0.17208729684352875,195.75
3435,8.625,0.20424483716487885,269.5
3436,7.25,0.24493256211280823,207.5
3437,9.3125,0.23718518018722534,305.75
3438,7.25,0.21426524221897125,393.25
3439,5.4375,0.17382366955280304,413.375
3440,10.0,0.17989778518676758,277.125
3441,5.5,0.3003298044204712,419.375
3442,4.125,0.23030875623226166,616.25
3443,4.5,0.13289916515350342,299.5
3444,10.0,0.24333342909812927,260.75
3445,7.25,0.22469265758991241,262.875
